gender,butt_height,buttock-knee_length,buttock-popliteal_length,crotch_height,knee_height_midpatella,knee_height_sitting,lateral-femoral_epicondyle_height,popliteal_height,stature,trochanterion_height,wrist_height
f,782,544,450,730,430,490,435,367,1586,806,791
f,795,565,466,745,447,511,452,397,1640,843,792
f,715,528,431,663,387,438,391,328,1487,743,724
f,809,591,479,747,447,501,442,354,1627,843,820
f,835,643,518,765,458,525,456,362,1640,856,853
f,807,571,463,747,447,502,445,363,1605,836,834
f,853,597,490,790,478,528,476,389,1613,888,770
f,799,559,465,739,429,492,434,379,1588,818,766
f,880,613,509,807,485,535,480,405,1702,905,867
f,805,605,495,737,454,514,461,385,1622,832,773
f,834,581,477,801,476,536,481,422,1703,875,782
f,768,577,455,702,420,488,431,365,1570,794,753
f,863,612,508,788,466,520,465,390,1623,879,801
f,820,570,473,769,453,503,461,393,1572,840,775
f,863,617,492,785,475,539,474,381,1687,885,819
f,806,618,502,759,449,509,453,380,1692,852,795
f,865,596,485,810,481,548,487,411,1636,895,769
f,889,634,528,838,492,557,502,420,1717,920,847
f,856,598,496,783,469,525,475,411,1655,865,781
f,809,606,490,770,479,538,470,398,1688,853,827
f,867,584,491,810,484,533,479,415,1645,887,780
f,828,582,479,755,456,507,455,377,1616,858,826
f,864,590,489,804,479,522,472,401,1641,890,820
f,868,628,522,778,467,525,464,383,1633,881,766
f,803,579,472,733,451,502,453,376,1591,838,774
f,840,594,486,792,474,542,479,413,1673,882,768
f,853,575,477,798,482,532,481,418,1633,877,816
f,847,588,481,781,459,516,460,387,1686,872,852
f,795,589,468,745,448,508,448,372,1609,823,799
f,791,551,450,736,433,495,444,381,1567,812,724
f,803,591,481,737,443,502,436,360,1571,829,760
f,819,581,477,747,447,507,450,374,1630,843,821
f,815,587,476,738,436,502,442,366,1581,836,766
f,882,606,507,830,476,528,475,424,1673,901,804
f,824,584,475,751,462,511,458,391,1647,859,807
f,777,570,460,747,446,502,445,368,1618,813,800
f,762,544,444,703,421,475,426,354,1551,792,783
f,822,561,455,748,436,501,441,375,1608,839,791
f,868,600,487,787,481,542,485,406,1680,890,827
f,796,576,450,684,422,490,428,336,1620,796,805
f,796,562,466,749,446,493,445,388,1634,815,781
f,853,613,494,770,482,538,478,392,1662,885,771
f,690,496,404,638,378,430,381,320,1428,715,680
f,842,587,479,774,477,527,472,403,1636,870,815
f,808,589,474,723,438,505,440,358,1623,829,780
f,800,570,462,746,436,503,446,383,1593,836,781
f,820,576,480,773,458,513,455,391,1568,845,750
f,825,585,478,767,447,512,458,388,1634,851,791
f,820,572,472,775,451,513,444,388,1649,854,810
f,830,620,508,769,444,508,449,368,1578,855,758
f,858,599,495,779,462,520,473,401,1671,881,802
f,840,620,508,783,461,527,462,380,1675,881,844
f,866,621,497,778,454,524,447,380,1682,882,829
f,841,586,472,779,463,518,464,396,1658,870,804
f,851,599,486,779,456,515,454,392,1602,870,797
f,831,585,463,757,455,516,462,382,1646,857,796
f,780,585,459,721,428,494,438,359,1653,821,785
f,836,598,478,773,453,522,460,386,1604,863,770
f,818,586,489,765,439,500,447,388,1596,842,797
f,811,585,473,774,442,508,452,385,1643,848,783
f,880,594,487,784,480,538,481,405,1653,889,776
f,805,560,460,755,439,485,438,372,1556,835,741
f,836,565,465,763,460,511,458,388,1628,863,839
f,792,568,458,738,440,496,442,375,1494,822,737
f,961,666,551,891,526,580,525,438,1719,987,815
f,770,557,458,726,413,471,419,363,1527,800,739
f,833,592,484,783,458,512,456,386,1643,863,801
f,828,579,466,755,447,496,451,377,1574,838,761
f,864,590,479,802,479,539,486,407,1665,893,824
f,849,575,477,785,464,517,463,401,1640,877,827
f,821,570,471,772,453,501,450,388,1598,848,766
f,827,579,471,770,446,508,451,391,1609,852,792
f,821,571,468,775,447,508,451,386,1578,854,801
f,777,553,447,710,431,490,440,364,1566,800,733
f,832,580,477,775,467,525,463,396,1654,866,799
f,943,625,520,879,506,560,512,438,1703,949,798
f,839,576,457,764,462,525,475,409,1620,855,772
f,903,627,499,832,498,565,498,423,1721,935,821
f,889,611,500,832,488,549,491,417,1683,907,816
f,859,598,473,794,479,538,482,402,1635,887,753
f,890,607,494,799,485,550,492,410,1671,914,844
f,905,623,511,838,499,559,500,428,1673,940,821
f,918,623,514,844,490,553,501,422,1691,938,835
f,799,575,466,739,440,491,441,369,1551,814,783
f,907,622,516,838,505,561,504,434,1713,927,856
f,864,607,507,814,465,523,468,402,1643,882,817
f,792,572,469,743,432,487,431,372,1583,821,772
f,781,553,445,701,419,482,420,357,1588,808,802
f,851,622,516,803,459,532,464,391,1637,883,764
f,792,567,468,732,429,488,431,364,1560,818,762
f,886,620,502,828,471,535,477,398,1657,904,813
f,805,550,459,755,437,494,445,385,1548,824,728
f,895,605,498,828,492,551,497,425,1700,920,847
f,781,540,445,716,441,491,439,372,1578,809,765
f,896,612,502,863,507,568,502,430,1652,916,807
f,794,556,445,730,434,489,440,362,1534,817,732
f,840,601,494,784,469,514,468,388,1623,868,793
f,907,655,555,869,508,566,502,439,1684,943,809
f,867,583,484,838,480,532,485,420,1666,893,768
f,896,633,514,828,488,539,488,404,1648,920,793
f,906,653,530,838,487,558,489,410,1682,926,773
f,868,630,508,775,463,527,470,388,1605,881,789
f,840,595,484,794,468,535,477,408,1667,880,783
f,861,597,486,784,466,523,462,390,1652,888,826
f,850,603,484,810,477,531,485,407,1693,880,809
f,900,617,507,805,461,534,466,396,1631,914,786
f,790,565,457,736,440,492,438,361,1583,808,767
f,888,574,469,814,474,531,484,421,1655,884,776
f,872,604,494,813,460,518,467,394,1623,893,795
f,766,558,447,715,431,484,427,352,1571,806,796
f,742,560,444,691,394,453,408,328,1528,769,735
f,857,634,529,819,481,543,490,415,1704,897,806
f,817,565,460,782,457,516,459,400,1670,847,813
f,887,609,496,808,494,560,503,418,1693,926,818
f,805,573,456,744,432,505,444,367,1585,823,728
f,922,639,534,866,492,545,495,423,1659,934,763
f,831,578,482,756,447,490,444,374,1563,840,752
f,839,594,481,793,456,517,463,397,1665,876,834
f,834,584,473,773,465,523,465,395,1650,855,786
f,846,598,502,780,466,509,458,387,1570,855,791
f,839,597,487,772,458,520,459,392,1635,861,758
f,715,544,436,669,391,451,394,324,1493,743,743
f,855,594,478,763,471,523,469,394,1637,879,803
f,867,601,501,811,480,543,491,428,1652,892,771
f,815,577,475,787,459,520,466,406,1660,852,778
f,838,567,467,782,461,514,468,400,1626,853,755
f,819,571,475,762,447,497,448,386,1578,822,745
f,795,578,460,703,425,491,429,357,1543,817,719
f,855,610,506,778,465,521,467,391,1608,880,755
f,802,551,446,750,454,511,462,382,1592,840,770
f,874,630,515,816,477,542,478,400,1688,902,807
f,817,598,501,757,432,494,440,374,1586,833,759
f,832,605,505,781,476,529,470,407,1667,858,804
f,862,651,533,797,471,533,468,388,1682,907,824
f,851,584,486,792,471,533,477,414,1681,890,818
f,878,629,525,816,479,534,477,396,1637,905,776
f,820,602,487,739,440,495,445,359,1590,840,781
f,876,618,501,811,481,528,481,405,1652,896,774
f,896,636,531,792,484,545,489,414,1663,915,781
f,861,605,497,802,484,544,488,404,1595,893,742
f,842,618,489,784,459,533,468,374,1676,863,832
f,741,549,452,711,414,473,411,354,1496,776,724
f,810,594,487,743,444,503,447,383,1568,845,756
f,879,627,522,849,496,551,485,419,1718,912,852
f,818,581,478,788,473,519,467,403,1625,864,800
f,847,603,483,785,469,528,468,402,1671,875,803
f,850,601,504,790,467,524,474,399,1605,881,776
f,889,651,533,824,494,549,495,413,1695,910,848
f,827,617,501,752,443,498,448,359,1575,850,757
f,884,624,506,810,473,546,481,404,1632,905,775
f,875,636,513,845,490,555,498,419,1664,903,773
f,803,555,449,729,449,493,446,378,1568,827,735
f,833,575,464,748,460,507,466,378,1627,822,796
f,760,554,443,709,429,487,435,363,1532,809,747
f,898,609,504,823,495,547,495,418,1660,913,812
f,752,542,444,701,406,467,419,360,1546,767,760
f,847,607,504,778,466,510,464,384,1624,866,752
f,868,589,482,817,479,540,487,416,1695,889,837
f,903,613,501,851,507,563,508,439,1764,937,868
f,884,625,518,842,491,549,493,414,1646,911,771
f,846,622,500,793,465,531,471,392,1669,881,781
f,912,610,510,832,489,541,489,424,1690,917,812
f,789,591,482,730,438,503,446,366,1610,809,782
f,809,578,467,756,441,502,454,389,1650,851,824
f,872,661,538,808,473,533,476,391,1648,896,797
f,851,593,475,772,454,523,460,389,1683,866,876
f,924,643,518,861,513,576,515,437,1721,955,809
f,803,548,451,734,434,489,437,387,1559,810,752
f,787,548,443,738,438,493,439,370,1597,817,774
f,948,658,549,888,508,558,506,433,1758,973,859
f,807,548,454,759,451,505,449,390,1576,840,737
f,843,591,481,787,471,520,465,393,1636,868,847
f,814,583,483,742,437,495,442,383,1578,844,766
f,956,650,533,873,512,577,514,439,1736,970,855
f,849,613,517,788,478,514,478,411,1620,876,775
f,827,592,483,790,460,515,461,389,1658,861,818
f,853,587,484,805,465,516,471,401,1625,873,747
f,817,587,479,781,448,514,465,381,1613,857,800
f,891,640,518,800,485,542,479,396,1658,915,810
f,867,617,500,812,472,535,481,411,1675,902,782
f,819,558,459,755,451,495,445,378,1538,828,734
f,883,604,495,803,483,545,486,414,1645,905,791
f,827,584,484,753,445,496,449,377,1628,859,834
f,914,642,534,843,505,563,501,435,1718,937,813
f,838,602,497,792,484,535,480,399,1630,876,770
f,805,576,462,753,447,513,457,378,1586,846,759
f,862,618,515,802,474,541,485,413,1663,903,787
f,812,586,486,753,442,498,452,384,1555,829,752
f,833,578,486,778,461,514,461,404,1593,865,764
f,819,588,475,780,476,520,487,392,1588,844,755
f,895,640,531,814,488,545,482,411,1724,926,831
f,849,619,520,781,474,531,475,404,1637,880,786
f,824,561,461,749,453,512,456,390,1655,846,797
f,814,600,483,743,449,521,464,377,1606,851,813
f,833,600,489,766,458,521,462,392,1587,850,707
f,845,611,504,785,469,528,475,400,1640,872,814
f,923,664,536,853,506,576,496,413,1750,949,852
f,809,570,465,756,457,517,457,392,1661,827,809
f,812,604,491,771,457,515,462,377,1656,824,827
f,844,619,503,772,451,521,460,386,1600,874,767
f,790,550,451,736,432,492,442,378,1608,816,771
f,766,555,450,711,430,480,428,361,1554,795,743
f,845,594,476,759,459,530,464,384,1585,865,765
f,897,608,514,851,509,563,506,444,1706,922,794
f,794,580,473,723,428,485,430,363,1589,819,776
f,850,628,501,798,469,529,473,383,1641,866,780
f,885,599,499,822,478,528,474,408,1662,897,813
f,885,623,514,832,491,552,494,420,1696,917,812
f,782,548,445,732,431,489,428,372,1585,802,790
f,823,579,474,766,448,502,447,381,1604,849,788
f,790,572,457,718,436,478,442,364,1534,816,729
f,843,591,486,766,468,519,473,395,1621,866,787
f,862,621,513,790,467,524,470,393,1675,891,830
f,847,592,490,790,462,514,464,392,1592,866,774
f,871,582,479,809,484,535,485,418,1682,890,820
f,815,572,472,742,444,499,444,359,1590,835,741
f,801,605,501,753,437,497,440,363,1568,831,746
f,858,599,492,812,484,539,480,408,1621,900,759
f,798,599,470,739,442,503,448,357,1548,818,719
f,968,649,521,853,502,570,508,427,1811,968,928
m,882,618,512,781,500,551,494,427,1735,913,824
m,958,653,530,901,547,601,556,473,1830,995,905
m,860,594,491,786,478,531,485,415,1726,884,828
m,886,624,508,831,487,546,492,420,1783,910,840
m,843,584,469,785,487,540,494,419,1669,857,812
m,947,624,527,907,545,577,536,464,1758,993,862
m,895,616,505,829,528,570,515,441,1788,915,881
m,896,643,529,851,521,579,519,451,1829,940,881
m,889,636,527,823,497,550,495,429,1745,915,841
m,853,610,498,793,481,534,475,400,1643,871,804
m,868,606,490,794,480,539,486,416,1698,890,860
m,919,632,516,833,504,561,504,425,1727,933,837
m,869,594,474,768,486,546,482,426,1734,898,862
m,852,591,476,773,471,517,465,404,1684,867,802
m,833,562,448,766,464,539,473,428,1667,857,806
m,839,558,451,766,477,528,478,414,1680,862,781
m,917,618,502,885,526,576,520,452,1785,933,886
m,990,631,520,923,554,616,550,495,1885,1002,909
m,949,648,530,893,526,584,528,463,1841,974,912
m,881,614,502,816,501,551,491,416,1702,900,803
m,888,634,501,821,489,561,494,424,1738,900,832
m,899,616,514,852,502,557,499,444,1732,916,814
m,865,583,469,823,481,541,493,414,1739,881,851
m,956,656,539,912,538,601,538,481,1877,995,889
m,876,629,512,837,515,561,501,430,1725,908,833
m,891,628,507,835,491,558,506,428,1704,927,816
m,876,591,481,804,502,565,511,440,1748,891,837
m,834,585,474,779,458,527,466,404,1647,872,797
m,837,595,500,798,469,520,474,418,1699,854,797
m,877,610,492,835,503,561,491,438,1761,891,901
m,831,573,466,747,467,532,466,413,1671,872,814
m,837,598,484,773,448,518,457,382,1644,852,784
m,888,599,480,851,499,551,492,429,1739,907,872
m,882,602,501,827,491,549,486,433,1749,896,840
m,986,684,553,921,544,617,541,462,1845,1001,902
m,1002,664,547,913,548,619,549,491,1954,1017,943
m,998,660,548,930,529,587,532,464,1844,1017,885
m,834,570,468,773,469,522,463,400,1601,853,767
m,959,643,531,908,529,591,528,463,1846,991,858
m,864,582,471,778,495,551,493,432,1672,879,759
m,1001,679,550,949,566,636,558,500,1934,1028,977
m,953,646,528,872,520,582,522,452,1862,985,889
m,852,611,495,823,494,549,490,445,1694,905,826
m,901,625,513,832,496,557,497,438,1740,925,851
m,900,634,514,805,475,556,489,424,1739,918,827
m,878,596,480,784,478,546,481,412,1719,903,848
m,897,599,484,819,479,556,497,437,1722,929,825
m,908,626,513,839,511,578,518,446,1776,934,865
m,960,673,543,892,522,590,531,466,1897,978,921
m,875,585,470,807,482,549,488,425,1730,891,843
m,814,588,481,727,457,530,474,406,1688,830,814
m,862,614,500,779,472,539,480,416,1692,890,820
m,943,657,541,864,513,578,509,438,1778,960,862
m,976,643,532,887,545,602,536,472,1824,988,870
m,936,643,532,868,510,571,499,445,1744,948,829
m,926,634,523,847,504,572,502,452,1763,950,859
m,1001,656,540,922,555,624,553,498,1859,1019,892
m,846,630,516,788,463,540,479,410,1669,883,810
m,858,604,503,805,460,525,467,411,1705,879,845
m,894,611,495,844,484,556,494,430,1755,912,882
m,883,640,528,845,497,561,496,437,1756,923,857
m,947,629,511,878,536,596,534,470,1866,994,937
m,953,670,551,889,529,596,524,454,1837,976,905
m,906,622,513,860,513,561,511,438,1758,932,829
m,1006,713,596,948,539,602,544,472,1837,1018,900
m,1009,661,545,932,558,599,547,480,1835,1019,855
m,927,636,516,839,503,560,504,435,1756,941,825
m,964,662,541,888,540,593,528,460,1887,985,903
m,942,627,504,842,528,585,526,462,1817,970,922
m,901,620,507,841,496,552,491,435,1720,932,833
m,935,655,529,862,529,581,529,453,1836,950,877
m,850,568,464,769,472,528,472,413,1617,867,789
m,822,569,462,754,452,501,444,388,1670,855,816
m,907,607,502,841,511,566,506,432,1796,941,912
m,814,554,433,723,438,495,447,384,1629,833,802
m,902,594,486,835,503,553,504,428,1731,931,860
m,929,601,489,816,513,580,514,451,1718,938,822
m,939,612,491,868,533,586,524,470,1849,954,878
m,946,661,526,888,520,584,522,455,1850,970,880
m,864,592,478,771,475,534,476,411,1696,883,849
m,940,638,527,903,518,579,522,473,1858,977,904
m,912,646,515,865,528,575,521,449,1795,951,858
m,972,668,546,908,530,601,543,459,1851,997,888
m,941,656,521,875,525,587,520,457,1763,962,808
m,926,635,512,836,514,571,516,441,1809,944,912
m,942,636,515,845,541,600,524,457,1735,952,838
m,912,602,483,824,538,583,535,463,1778,940,868
m,879,600,482,787,481,541,486,412,1708,890,831
m,961,633,514,874,542,586,515,446,1818,972,884
m,969,656,532,897,556,597,521,473,1888,1005,916
m,1023,667,546,892,553,626,558,481,1872,1038,880
m,871,605,491,799,468,528,472,417,1713,883,821
m,861,575,459,796,491,543,484,427,1747,897,877
m,845,582,467,782,462,519,479,406,1726,865,823
m,904,588,472,831,516,566,516,452,1774,920,847
m,876,600,475,790,475,535,486,420,1718,886,834
m,886,610,483,831,503,563,508,438,1740,912,820
m,919,624,504,864,526,572,529,444,1755,951,869
m,908,612,499,859,510,555,507,444,1732,934,863
m,876,584,475,813,490,537,493,425,1685,900,850
m,900,605,489,841,496,559,502,445,1764,918,874
m,852,640,509,764,488,543,482,398,1711,881,862
m,869,600,493,816,492,554,498,432,1766,910,861
m,826,596,473,754,464,527,471,405,1672,851,838
m,844,590,460,767,475,532,487,400,1710,867,828
m,855,601,481,805,486,550,496,426,1726,879,834
m,949,606,498,874,539,588,546,482,1825,968,860
m,899,611,490,817,511,559,504,434,1789,927,860
m,818,543,438,753,472,523,468,405,1661,837,813
m,897,598,482,832,505,553,499,431,1735,920,850
m,992,653,531,928,554,612,557,493,1878,1031,929
m,851,593,484,806,495,544,488,422,1740,889,804
m,894,607,500,833,525,566,507,442,1738,938,800
m,938,632,516,872,542,586,528,453,1837,978,900
m,888,604,481,818,486,537,488,424,1743,915,877
m,946,642,522,909,547,605,545,478,1869,988,901
m,985,633,514,916,546,607,544,491,1833,1003,879
m,855,586,478,767,471,520,468,403,1644,878,786
m,878,614,488,795,472,534,478,414,1771,891,867
m,893,618,504,842,501,564,515,428,1778,942,842
m,1009,654,533,938,561,620,558,493,1907,1028,920
m,979,613,504,891,538,584,536,464,1806,1000,895
m,963,662,545,920,551,613,550,476,1913,1008,939
m,978,653,541,909,538,591,534,473,1879,1013,916
m,926,647,525,836,521,570,513,448,1825,955,871
m,851,571,466,792,475,527,476,416,1690,870,798
m,934,663,537,866,511,569,509,430,1789,947,895
m,927,624,509,888,535,584,525,467,1799,980,857
m,913,640,516,859,515,570,514,444,1795,969,890
m,893,632,506,823,496,545,503,419,1741,904,804
m,940,628,505,879,517,577,526,464,1775,954,861
m,894,611,508,845,498,555,494,443,1724,941,817
m,808,568,463,753,452,513,450,391,1671,852,775
m,915,626,505,847,509,559,509,440,1785,915,872
m,919,635,520,848,502,560,496,445,1795,940,870
m,915,604,490,848,493,546,495,436,1741,934,831
m,916,598,486,842,508,564,505,443,1696,938,794
m,895,598,474,830,516,569,509,438,1790,919,822
m,924,617,497,863,513,570,506,445,1761,940,835
m,792,560,461,734,440,482,432,361,1614,824,804
m,939,652,524,846,543,593,533,458,1860,962,921
m,902,601,493,839,502,570,498,448,1726,925,849
m,921,623,511,872,525,572,523,463,1774,953,858
m,894,611,500,835,494,556,500,442,1763,936,883
m,925,628,514,885,513,584,517,451,1815,945,889
m,843,589,468,786,493,539,485,410,1728,860,840
m,849,587,466,789,487,543,474,421,1703,899,813
m,908,650,531,843,501,557,500,434,1770,939,828
m,873,594,481,801,492,545,485,426,1704,908,814
m,864,592,491,807,506,550,491,432,1757,903,855
m,865,601,495,777,496,542,486,415,1750,891,888
m,897,605,497,835,503,544,488,423,1798,928,884
m,922,625,495,878,538,606,535,454,1807,967,870
m,809,540,440,778,465,512,461,400,1623,849,760
m,852,556,445,772,464,524,470,402,1654,869,801
m,984,649,531,923,543,610,545,480,1847,1017,882
m,873,600,496,815,497,546,489,420,1703,918,850
m,915,610,495,830,525,569,510,446,1771,940,868
m,844,594,484,812,498,544,494,425,1739,887,845
m,969,655,538,865,530,581,520,450,1775,979,846
m,909,615,504,809,483,543,483,415,1701,890,834
m,897,608,500,838,504,555,504,435,1766,934,849
m,932,642,526,866,516,569,518,456,1797,957,882
m,975,660,539,893,525,586,527,463,1856,996,895
m,1004,650,535,916,566,611,563,494,1831,1016,905
m,877,593,478,782,480,531,480,413,1742,886,863
m,856,602,485,833,485,551,493,436,1739,882,832
m,953,661,532,890,526,586,524,460,1811,969,921
m,946,658,530,900,549,603,552,476,1870,968,879
m,919,608,490,836,510,558,503,436,1729,913,859
m,903,616,508,836,498,551,502,445,1695,919,840
m,948,679,557,873,517,566,509,445,1826,963,900
m,819,569,458,771,459,522,463,408,1675,868,744
m,923,597,499,854,503,548,498,449,1791,935,887
m,854,583,477,798,483,541,484,421,1711,888,874
m,858,602,488,787,489,540,484,421,1730,906,824
m,916,624,511,859,510,562,505,447,1773,967,878
m,812,558,447,747,454,515,457,395,1676,847,768
m,987,640,519,914,576,622,556,483,1853,1014,929
m,937,655,529,880,528,572,514,449,1824,967,866
m,902,601,487,804,506,557,509,439,1728,923,816
m,858,576,463,795,486,542,491,430,1710,889,819
m,876,588,485,821,493,543,495,438,1777,921,901
m,930,667,550,846,538,591,536,449,1789,976,865
m,827,580,464,767,484,531,483,398,1708,852,815
m,858,568,454,803,483,544,494,434,1746,904,834
m,837,590,465,763,459,522,465,395,1738,850,863
m,869,594,483,818,501,557,503,430,1719,915,865
m,879,609,498,821,496,541,487,422,1735,915,857
m,958,644,526,885,546,580,523,465,1772,981,887
m,996,678,555,912,551,612,548,482,1873,1020,914
m,881,601,492,825,483,536,488,420,1697,911,806
m,945,639,524,866,515,577,522,456,1758,965,837
m,954,626,514,876,532,589,524,454,1817,967,876
m,961,685,572,901,559,602,548,462,1870,1002,933
m,957,634,529,872,549,601,545,464,1868,1000,915
m,900,624,516,844,495,550,491,437,1784,930,847
m,874,614,499,815,500,560,495,438,1763,930,854
m,859,608,494,805,486,549,483,429,1749,909,852
m,891,594,485,825,504,560,499,434,1752,932,848
m,912,610,498,838,526,573,525,458,1784,966,843
m,898,604,502,849,501,554,499,435,1769,928,847
m,857,608,497,791,478,540,485,410,1776,890,880
m,846,565,456,768,462,522,471,408,1733,862,855
m,940,645,529,880,517,582,508,454,1784,970,853
m,882,615,505,827,499,536,499,419,1715,917,802
m,928,621,518,864,541,583,531,473,1778,979,830
m,920,636,522,854,527,576,515,445,1757,948,837
m,875,653,531,825,504,560,509,439,1780,937,863
m,961,627,510,887,532,579,524,459,1794,970,864
m,855,595,467,775,471,531,469,411,1752,879,856
m,881,591,479,825,495,547,486,430,1805,930,864
m,1002,682,568,933,564,617,548,486,1803,1012,877
m,1033,659,550,942,576,621,557,499,1855,1047,882
m,917,640,532,879,525,588,530,466,1864,978,880
m,838,583,479,799,476,516,466,415,1714,888,838
m,918,627,506,865,530,578,532,438,1803,936,868
m,920,604,497,863,536,585,529,460,1762,967,821
m,885,620,488,809,487,552,504,419,1823,924,883
m,927,615,507,865,511,563,510,453,1779,965,838
m,957,669,550,906,560,608,550,473,1894,994,946
m,901,617,496,826,520,576,524,446,1762,947,841
m,995,664,542,928,566,606,552,470,1882,1015,917
m,918,651,520,872,531,588,527,462,1836,970,866
m,773,545,431,724,446,501,444,383,1660,803,807
m,834,584,467,762,466,514,459,401,1673,884,786
m,962,667,546,913,535,601,536,476,1871,1009,893
m,889,609,494,820,498,554,485,425,1746,924,855
m,890,619,512,839,517,553,502,464,1749,925,846
m,868,609,486,813,486,536,491,410,1730,906,858
m,967,636,521,887,520,578,522,454,1772,997,837
m,772,518,405,713,445,499,440,386,1629,812,775
m,810,567,463,760,454,501,448,400,1654,838,840
m,927,638,520,896,541,594,533,471,1792,1002,884
m,957,633,518,903,543,593,541,455,1839,998,893
m,880,615,507,827,482,537,484,417,1689,888,845
m,894,605,497,848,505,565,514,457,1762,945,879
m,905,612,501,840,504,552,499,434,1756,950,895
m,868,615,500,803,475,525,472,399,1704,886,786
m,926,637,512,865,533,580,522,457,1826,968,876
m,867,588,476,807,488,542,481,421,1723,894,829
m,878,625,520,842,495,550,492,421,1757,918,851
m,950,625,517,883,537,595,540,465,1834,1003,898
m,881,573,464,827,490,543,489,428,1751,913,826
m,862,585,463,790,498,547,493,412,1678,888,816
m,942,625,512,867,521,575,521,454,1758,967,850
m,818,572,468,740,449,510,453,400,1638,844,789
m,817,562,462,743,453,503,447,398,1651,852,850
m,895,593,491,818,484,539,490,433,1715,924,844
m,910,628,514,855,502,550,509,427,1671,947,754
m,928,610,498,853,506,565,517,444,1754,948,865
m,941,641,513,877,532,589,532,445,1786,979,874
m,1033,694,566,948,567,645,575,504,1942,1053,1005
m,863,577,473,791,476,523,471,404,1685,867,858
m,948,650,524,891,531,581,527,456,1804,988,906
m,888,596,479,804,486,535,495,427,1759,912,830
m,853,605,485,785,465,520,468,395,1671,873,769
m,937,627,512,895,539,587,538,478,1769,986,850
m,843,566,451,781,478,525,464,398,1683,871,848
m,848,558,446,801,487,537,487,424,1692,887,789
m,886,588,480,815,492,548,489,434,1722,912,863
m,870,569,480,816,495,532,481,421,1628,910,814
m,833,564,463,751,471,523,466,410,1659,870,815
m,931,637,524,854,521,572,517,448,1784,956,873
m,867,589,471,807,488,543,489,429,1727,909,872
m,977,640,526,907,541,593,541,480,1869,1005,920
m,942,625,508,892,531,591,528,464,1788,981,888
m,961,624,495,894,535,594,528,474,1830,995,894
m,834,599,473,787,470,537,481,407,1701,878,870
m,865,605,490,817,495,546,491,425,1670,889,790
m,892,599,489,828,509,556,500,438,1729,925,869
m,850,602,494,777,480,538,477,421,1702,873,842
m,922,602,490,852,518,568,512,436,1762,950,893
m,869,587,474,810,503,544,492,420,1706,892,848
m,963,616,506,873,535,589,530,458,1711,984,826
m,918,615,509,846,496,541,487,429,1786,935,892
m,896,620,512,845,513,579,509,449,1806,949,862
m,917,662,554,875,511,567,505,436,1777,940,880
m,874,593,476,826,485,546,483,428,1737,925,819
m,900,612,503,838,510,566,501,432,1804,943,889
m,941,647,529,853,529,584,526,453,1864,970,913
m,844,580,464,788,467,518,466,396,1698,884,820
m,817,558,451,760,470,521,459,406,1710,860,814
m,992,670,537,894,564,620,553,487,1855,1011,879
m,932,623,506,872,526,576,515,449,1767,958,853
m,948,635,517,899,539,596,518,465,1842,995,908
m,850,595,486,793,486,541,485,414,1675,886,817
m,917,591,490,839,506,560,502,442,1764,949,871
m,941,621,520,855,525,569,501,444,1724,981,841
m,919,599,485,820,518,571,507,445,1786,941,875
m,932,634,521,855,522,579,514,443,1795,969,898
m,885,624,517,789,472,534,475,412,1731,902,822
m,943,620,502,882,538,592,530,464,1781,953,864
m,886,624,508,789,500,547,484,415,1738,915,837
m,871,614,508,824,494,552,492,428,1763,919,866
m,907,602,490,813,499,555,489,429,1775,958,895
m,885,607,488,817,494,547,501,423,1785,926,868
m,930,622,518,882,524,578,523,456,1822,995,849
m,848,586,475,781,462,513,457,396,1702,867,828
m,826,578,457,755,451,513,453,392,1661,869,803
m,855,609,499,824,493,541,489,429,1695,915,799
m,989,655,534,916,555,607,552,477,1873,1026,928
m,951,660,535,891,534,595,533,465,1886,983,907
m,934,610,490,872,521,578,521,456,1819,976,897
m,865,595,492,823,491,545,480,423,1755,900,862
m,858,586,477,776,495,539,495,425,1692,909,829
m,889,605,486,836,507,568,503,440,1761,928,862
m,868,609,493,815,488,545,482,432,1755,922,794
m,858,603,491,776,483,540,485,429,1720,899,783
m,949,639,520,886,537,592,533,472,1842,998,871
m,854,586,482,808,496,535,485,425,1727,901,816
m,859,589,478,809,491,543,485,415,1749,917,910
m,843,597,489,804,481,536,480,421,1693,891,800
m,848,583,479,806,474,520,469,419,1647,900,762
m,898,610,483,870,527,568,513,445,1773,961,840
m,890,614,491,830,506,571,509,433,1796,918,870
m,900,635,513,832,499,561,502,439,1794,944,878
m,917,610,498,851,521,574,520,456,1726,965,848
m,913,609,505,848,505,563,506,456,1736,953,845
m,848,589,482,797,477,531,472,414,1649,898,802
m,842,565,452,789,472,530,474,416,1674,881,781
m,828,589,486,775,446,506,449,392,1703,872,800
m,875,579,459,820,503,550,500,431,1737,922,855
m,848,586,464,781,481,535,476,422,1711,884,790
m,817,561,445,791,473,522,469,408,1615,870,794
m,842,598,487,795,473,529,475,408,1694,887,827
m,781,565,444,710,458,512,467,389,1577,827,785
m,906,620,505,836,503,563,502,441,1793,950,848
m,855,596,481,790,492,549,487,414,1746,890,804
m,942,654,537,886,535,588,531,461,1808,988,870
m,840,593,478,802,503,542,486,417,1712,894,807
m,855,612,490,800,483,547,483,418,1740,912,869
m,962,642,523,904,538,587,531,477,1829,985,877
m,823,563,457,770,460,517,452,406,1652,861,787
